node,in_degree,out_degree,in_degree_centrality,out_degree_centrality,degree_centrality,pagerank,betweenness_centrality,closeness_centrality
Bible,149,21,0.03245480287519059,0.004574166848181224,0.037028969723371816,0.001213733694071212,0.0009072353413413491,0.41875669469862575
Blaise Pascal,23,25,0.005009801786103245,0.005445436724025267,0.010455238510128513,0.0002547603350361072,0.0002519565811674054,0.3581665758710368
Calculus,27,29,0.0058810716619472885,0.00631670659986931,0.012197778261816599,0.00033031443411553276,0.0007862049613373928,0.3421296660977709
Cape Town,37,49,0.008059246351557395,0.010673055979089524,0.01873230233064692,0.0002853587632830601,0.0005019446416999207,0.37015856636117905
Charles II of England,72,49,0.015682857765192768,0.010673055979089524,0.026355913744282294,0.00043193114467600656,0.001023539556111974,0.37464276606826385
Charles I of England,64,41,0.013940318013504684,0.008930516227401437,0.02287083424090612,0.0004034185192461911,0.00048539806152246703,0.34867149181503615
Constitutional monarchy,72,32,0.015682857765192768,0.006970159006752342,0.02265301677194511,0.0009707137689471945,0.0005693415586065986,0.4263633603219356
Finance,46,8,0.01001960357220649,0.0017425397516880855,0.011762143323894577,0.00046026652247519654,0.0006681906788312809,0.41319948298781073
Glorious Revolution,39,25,0.008494881289479417,0.005445436724025267,0.013940318013504684,0.00030266718516747825,0.00015578508304267918,0.35428521348834885
Henry Purcell,15,14,0.0032672620344151603,0.0030494445654541498,0.00631670659986931,0.00017716811643924215,0.0004316219539483194,0.374213937785625
Isaac Newton,80,56,0.017425397516880853,0.012197778261816599,0.029623175778697452,0.0007206960732407891,0.0016936856744756313,0.3739082324202254
James II of England,43,38,0.00936615116532346,0.008277063820518406,0.017643214985841864,0.00028094141845352193,0.00033916331768850893,0.3498976128014662
James I of England,49,33,0.010673055979089524,0.007187976475713353,0.017861032454802875,0.000359925661158057,0.0002758854314635071,0.366688885840088
Johann Sebastian Bach,30,23,0.006534524068830321,0.005009801786103245,0.011544325854933566,0.00022765815063787456,0.00041379212778767694,0.35974303804574226
Johannes Kepler,29,34,0.00631670659986931,0.007405793944674363,0.013722500544543673,0.00021247567307390453,0.00043384617228195936,0.3615617879023603
John Locke,46,39,0.01001960357220649,0.008494881289479417,0.018514484861685908,0.00046839897906355383,0.0016217566161428605,0.3729333229899763
John Milton,23,13,0.005009801786103245,0.0028316270964931388,0.007841428882596384,0.00021968435993212967,0.00024350781836344918,0.38040314769414724
Louis XIV of France,34,46,0.007405793944674363,0.01001960357220649,0.017425397516880853,0.00032229928775178145,0.00036389003881208567,0.37093854226890177
Mary II of England,22,26,0.004791984317142235,0.0056632541929862775,0.010455238510128513,0.00016274472416688925,7.18324525477353e-05,0.3279600654239022
Mississippi River,57,26,0.012415595730777608,0.0056632541929862775,0.018078849923763886,0.00037513494217780957,0.00037020155516540357,0.39220314250693905
New York City,317,71,0.06904813766064039,0.015465040296231759,0.08451317795687215,0.0017087911368053542,0.0044218621374729605,0.4573809006751253
New Zealand,301,86,0.06556305815726421,0.01873230233064692,0.08429536048791113,0.001702862333100483,0.007245223773180192,0.4546097212014282
Oliver Cromwell,48,32,0.010455238510128513,0.006970159006752342,0.017425397516880853,0.0002895988155814738,0.0003499596322509313,0.35115932737885375
Persian Empire,84,61,0.018296667392724897,0.013286865606621652,0.03158353299934655,0.0007372683309456559,0.0009214639680059168,0.3967932963204143
Peter I of Russia,16,10,0.003485079503376171,0.0021781746896101066,0.0056632541929862775,0.0001803065415381663,1.3925260252276747e-05,0.35602136535905254
Philosophiae Naturalis Principia Mathematica,8,17,0.0017425397516880855,0.0037028969723371815,0.005445436724025267,0.00012055379810494988,6.929885303652853e-05,0.33270412684858464
Qing Dynasty,39,27,0.008494881289479417,0.0058810716619472885,0.014375952951426706,0.00034221887088601145,0.00015558163259462877,0.3654591722337895
South Africa,311,101,0.06774123284687432,0.02199956436506208,0.0897407972119364,0.0017480119555180922,0.00655399545339723,0.46209093115153754
Speed of light,38,43,0.008277063820518406,0.00936615116532346,0.017643214985841864,0.0005533223907089323,0.0010362757242749245,0.34543476777780974
Taiwan,93,34,0.020257024613373992,0.007405793944674363,0.027662818558048356,0.0007328207297593053,0.000499702590431127,0.414209110683799
Tea,49,72,0.010673055979089524,0.015682857765192768,0.026355913744282294,0.0003188830109744118,0.0008593655457631216,0.3677199865876098
Telescope,61,23,0.013286865606621652,0.005009801786103245,0.018296667392724897,0.0003893209277062372,0.0008525727120199922,0.3507019134975082
Thomas Hobbes,30,26,0.006534524068830321,0.0056632541929862775,0.012197778261816599,0.0002610000460708789,0.000365555838137333,0.3610484083817922
William Harvey,7,7,0.0015247222827270749,0.0015247222827270749,0.0030494445654541498,0.00019712229202476303,7.197739973469086e-05,0.3478764667519935
William III of England,42,39,0.009148333696362448,0.008494881289479417,0.017643214985841864,0.00026113563766949497,0.00034254342395024275,0.34243683024509797
1896 Summer Olympics,2,27,0.00043563493792202136,0.0058810716619472885,0.00631670659986931,4.516680995327861e-05,1.704537046838504e-06,0.3129793950393859
Athletics (track and field),25,7,0.005445436724025267,0.0015247222827270749,0.006970159006752342,0.0001691297259406198,1.713843990802397e-05,0.3505139127780655
British Empire,142,129,0.030930080592463518,0.02809845349597038,0.05902853408843389,0.0011166623857466924,0.003482142984360018,0.44497478835854354
Cricket,89,27,0.019385754737529952,0.0058810716619472885,0.02526682639947724,0.000640386608501303,0.0012296058512231876,0.4150730636669973
Cyprus,106,59,0.023088651709867132,0.01285123066869963,0.03593988237856676,0.0006905944592884472,0.0012271714161729843,0.41601624005235227
Eastern Orthodox Church,57,34,0.012415595730777608,0.007405793944674363,0.01982138967545197,0.0006853225341063956,0.0004106626391597384,0.39966911221236284
Football (soccer),220,21,0.04791984317142235,0.004574166848181224,0.052494010019603576,0.0017878940139589865,0.0010711145442593255,0.46125271319721645
Greek War of Independence,11,24,0.0023959921585711176,0.005227619255064256,0.007623611413635374,0.00011419125834121973,3.3691657712032555e-05,0.3397929230182613
London,587,102,0.12785885428011326,0.022217381834023088,0.15007623611413637,0.0030779602185074433,0.014675371952972789,0.4884228655486052
Olympic Games,80,116,0.017425397516880853,0.02526682639947724,0.042692223916358095,0.0006831211155966684,0.003252474422672083,0.4302106093670438
Roman Empire,228,53,0.04966238292311043,0.011544325854933566,0.061206708778044,0.0021360106597982107,0.002279049360050946,0.44951980682144754
Slovakia,86,34,0.01873230233064692,0.007405793944674363,0.026138096275321283,0.0006122359410135747,0.0002647225611214425,0.42407214611840816
Sport,63,15,0.013722500544543673,0.0032672620344151603,0.016989762578958834,0.0005480504309004277,0.0002586434660497005,0.4182974477294808
Switzerland,249,45,0.05423654977129166,0.009801786103245481,0.06403833587453714,0.0015433288719245036,0.0019154033112597317,0.4474106229771241
Adam Smith,38,27,0.008277063820518406,0.0058810716619472885,0.014158135482465695,0.0004230758110628741,0.0002608723490545079,0.3755033778862892
Alexander Hamilton,23,23,0.005009801786103245,0.005009801786103245,0.01001960357220649,0.00024050292273170568,9.285522451054226e-05,0.35110545206013954
American Revolutionary War,49,28,0.010673055979089524,0.0060988891309082995,0.016771945109997823,0.0003504234741498745,0.00044255455114537224,0.39751699435956045
Anne of Great Britain,29,32,0.00631670659986931,0.006970159006752342,0.013286865606621652,0.00020169233518647008,0.0005841547457205436,0.36724790765112564
Antoine Lavoisier,17,26,0.0037028969723371815,0.0056632541929862775,0.00936615116532346,0.00022971324997218633,0.00015600213365998336,0.3423087781808376
Antonio Vivaldi,11,19,0.0023959921585711176,0.004138531910259203,0.006534524068830321,9.609677705039771e-05,5.653593895718165e-05,0.32137415201909697
Benjamin Franklin,32,29,0.006970159006752342,0.00631670659986931,0.013286865606621652,0.0002791925221697635,0.0006573418380507332,0.3540933523948615
Capital,181,64,0.03942496188194294,0.013940318013504684,0.05336527989544762,0.0014547134308809584,0.002301384067761051,0.4451046069294932
Carl Friedrich Gauss,17,20,0.0037028969723371815,0.004356349379220213,0.008059246351557395,0.00022851320295949463,0.0003458892006520358,0.3619907207415358
Carolus Linnaeus,218,23,0.04748420823350033,0.005009801786103245,0.052494010019603576,0.001188537855418407,0.0018218383525787436,0.3824373891256667
Catherine II of Russia,9,24,0.001960357220649096,0.005227619255064256,0.007187976475713353,0.00010591269569018078,6.214361377487172e-05,0.32018262840545497
David Hume,32,36,0.006970159006752342,0.007841428882596384,0.014811587889348726,0.00039545037864227995,0.00021575585131020374,0.3572440425426147
Delhi,43,41,0.00936615116532346,0.008930516227401437,0.018296667392724897,0.00026666304206478784,0.0003204151310804301,0.36270787487566203
Edmond Halley,10,20,0.0021781746896101066,0.004356349379220213,0.006534524068830321,8.906420938761028e-05,8.676078643689445e-05,0.31837859439732746
Edmund Burke,15,42,0.0032672620344151603,0.009148333696362448,0.012415595730777608,0.0001417304377341882,0.0001548718528640813,0.342641912940259
Edward Jenner,5,4,0.0010890873448050533,0.0008712698758440427,0.001960357220649096,7.255117390906392e-05,0.0004932235043851707,0.3133651015374489
Emanuel Swedenborg,5,28,0.0010890873448050533,0.0060988891309082995,0.007187976475713353,7.65721429050792e-05,0.00020596675149037945,0.33343124302877386
Frederick II of Prussia,8,35,0.0017425397516880855,0.007623611413635374,0.00936615116532346,8.259103183371196e-05,0.00020397715168492614,0.32250638902592865
Freetown,6,18,0.001306904813766064,0.003920714441298192,0.005227619255064256,8.131784963024574e-05,3.840462758215794e-05,0.3415169879910446
French Revolution,99,19,0.02156392942714006,0.004138531910259203,0.02570246133739926,0.0008464427915576493,0.000306603002375072,0.4146969894949696
George III of the United Kingdom,39,53,0.008494881289479417,0.011544325854933566,0.02003920714441298,0.0002553927034095673,0.000829957022188501,0.3422831792593463
George Washington,54,21,0.011762143323894577,0.004574166848181224,0.0163363101720758,0.000352411671502892,0.00034504992149403884,0.38748820462715705
Industrial Revolution,87,60,0.01895011979960793,0.013069048137660641,0.03201916793726857,0.0009334264573930478,0.00232695939806116,0.4354910250291132
James Cook,29,47,0.00631670659986931,0.010237421041167502,0.016554127641036812,0.0002809833046643768,0.0008109133208597028,0.3648764886045902
James Watt,7,15,0.0015247222827270749,0.0032672620344151603,0.004791984317142235,0.00011270028059099234,0.00010368133039970625,0.3333341106296686
Joseph Haydn,14,13,0.0030494445654541498,0.0028316270964931388,0.0058810716619472885,0.00016060848430543478,4.592267872054196e-05,0.3307805646495613
Leonhard Euler,20,33,0.004356349379220213,0.007187976475713353,0.011544325854933566,0.0001793183869764167,0.0003190173494279182,0.3322693773543361
Napoleon I of France,118,48,0.02570246133739926,0.010455238510128513,0.03615769984752777,0.0009816062595045586,0.0012784800312037605,0.41875669469862575
Napoleonic Wars,67,40,0.014593770420387715,0.008712698758440426,0.023306469178828143,0.0005044059926376967,0.000525791717717009,0.39345058652591586
Nepal,73,37,0.01590067523415378,0.008059246351557395,0.023959921585711176,0.0005251864492005747,0.0003642951643947913,0.38637604871315034
Photosynthesis,51,25,0.011108690917011544,0.005445436724025267,0.016554127641036812,0.0007169274563173501,0.0007106835342018071,0.376337006500245
Piano,59,18,0.01285123066869963,0.003920714441298192,0.016771945109997823,0.00042539970782321125,0.0005783026716246173,0.34740118960576694
President of the United States,163,57,0.03550424744064474,0.012415595730777608,0.04791984317142235,0.0008494303058093791,0.0034798334940127564,0.4102734558135514
Prime Minister of the United Kingdom,62,37,0.013504683075582662,0.008059246351557395,0.02156392942714006,0.00037571940589995373,0.0007287050542585813,0.394603903186135
Saint Petersburg,76,87,0.016554127641036812,0.01895011979960793,0.03550424744064474,0.0004536489064939045,0.0013169239758446325,0.3773609261320784
Sierra Leone,67,39,0.014593770420387715,0.008494881289479417,0.023088651709867132,0.00040003838356179563,0.0005296367543628817,0.41597843070580565
Smallpox,38,46,0.008277063820518406,0.01001960357220649,0.018296667392724897,0.00027411805634705274,0.001088615685044737,0.3712093003289521
South America,244,99,0.05314746242648661,0.02156392942714006,0.07471139185362666,0.0017262088424954856,0.00577502567776291,0.4521844174131574
Steam engine,25,21,0.005445436724025267,0.004574166848181224,0.01001960357220649,0.0002783512349101415,0.00018916990150174556,0.35613217188421875
Steel,118,51,0.02570246133739926,0.011108690917011544,0.036811152254410805,0.0010735364175499561,0.002455179172429807,0.43586426750366436
Sydney,69,37,0.015029405358309737,0.008059246351557395,0.023088651709867132,0.0003949797938174506,0.0009127038030858594,0.3823096118489792
Thomas Gainsborough,11,11,0.0023959921585711176,0.0023959921585711176,0.004791984317142235,8.33275300774592e-05,5.552766449338535e-05,0.3143983152257164
Thomas Jefferson,58,34,0.01263341319973862,0.007405793944674363,0.02003920714441298,0.0005175466753445158,0.0013642267762511405,0.4010699853711864
Vitus Bering,2,8,0.00043563493792202136,0.0017425397516880855,0.0021781746896101066,4.6900673256938475e-05,1.274963408585076e-06,0.30440347652673444
War of the Spanish Succession,18,21,0.003920714441298192,0.004574166848181224,0.008494881289479417,0.00015706244529587363,3.559220635944782e-05,0.34981738558972636
William Hogarth,15,22,0.0032672620344151603,0.004791984317142235,0.008059246351557395,0.00011758874441522015,0.0004386247490492182,0.3500046396769886
Wolfgang Amadeus Mozart,35,32,0.007623611413635374,0.006970159006752342,0.014593770420387715,0.0003396199413732446,0.0012957481170070854,0.36308191916991744
1928 Okeechobee Hurricane,7,17,0.0015247222827270749,0.0037028969723371815,0.005227619255064256,5.8244472288152577e-05,1.2020178369537241e-05,0.2858130806204558
Africa,477,212,0.10389893269440209,0.046177303419734264,0.15007623611413637,0.003167721811701841,0.02420417619015421,0.4865019848061203
Dominica,44,30,0.00958396863428447,0.006534524068830321,0.01611849270311479,0.00027583524576124175,0.0002959410576638484,0.40145694878133314
Galveston Hurricane of 1900,4,26,0.0008712698758440427,0.0056632541929862775,0.006534524068830321,5.1480779741270726e-05,1.7920285428750362e-05,0.2935863164243733
Guadeloupe,46,32,0.01001960357220649,0.006970159006752342,0.016989762578958834,0.00028899148572851134,0.00018774199043416698,0.3997738381566931
Latin America,107,94,0.023306469178828143,0.020474842082335003,0.04378131126116315,0.0008302461866162191,0.0015862180953654119,0.431305189696191
Montserrat,25,26,0.005445436724025267,0.0056632541929862775,0.011108690917011544,0.00022466028545474175,0.00016147348847144792,0.40244532428171803
Norfolk,29,31,0.00631670659986931,0.006752341537791331,0.013069048137660641,0.00017132748394471523,0.0006504102183732744,0.3508901159963186
Puerto Rico,79,60,0.017207580047919845,0.013069048137660641,0.030276628185580485,0.0005245779701735874,0.0012809519341347546,0.4159028326266224
The Bahamas,62,27,0.013504683075582662,0.0058810716619472885,0.019385754737529952,0.00034970045737217734,0.001262714561833383,0.402870405162924
Toronto,76,46,0.016554127641036812,0.01001960357220649,0.026573731213243305,0.0005031646691942455,0.0005202014190298637,0.37895435279483186
Tropical cyclone,100,84,0.02178174689610107,0.018296667392724897,0.04007841428882596,0.0008348218932682401,0.004422112275367826,0.3877836713594831
United States Virgin Islands,16,30,0.003485079503376171,0.006534524068830321,0.01001960357220649,0.0001883038778194602,0.000294085768548503,0.38860678154661055
1973 oil crisis,17,51,0.0037028969723371815,0.011108690917011544,0.014811587889348726,0.00018753162220688202,0.0003450982861748214,0.34952353364306826
Arab-Israeli conflict,14,25,0.0030494445654541498,0.005445436724025267,0.008494881289479417,0.00011178952854360482,2.1741116714220544e-05,0.3358534394669782
BBC,173,40,0.03768242213025485,0.008712698758440426,0.046395120888695275,0.0008396551823651049,0.0024151147550805236,0.3989027952811556
Bretton Woods system,11,50,0.0023959921585711176,0.010890873448050535,0.013286865606621652,0.00014025385711389555,8.149892981082085e-05,0.34645452070668226
Chile,122,72,0.026573731213243305,0.015682857765192768,0.04225658897843607,0.0008352936631492306,0.0014719335545907407,0.41887166404831877
Coal,123,61,0.026791548682204312,0.013286865606621652,0.04007841428882596,0.000938512101077034,0.0031992918424236356,0.43470516412346655
Cold War,166,39,0.03615769984752777,0.008494881289479417,0.04465258113700719,0.001199602472947153,0.001466190885027656,0.4501387365318626
Electronics,48,14,0.010455238510128513,0.0030494445654541498,0.013504683075582662,0.0004453142064262234,0.00040533466142085887,0.41245477814328013
Ethanol,50,44,0.010890873448050535,0.00958396863428447,0.020474842082335003,0.00035072138342938646,0.0007943661150921593,0.353819625313542
Gold,179,85,0.038989326944020915,0.018514484861685908,0.05750381180570682,0.0012882844311029914,0.005833354191233585,0.4282783450038345
Israel,236,169,0.05140492267479852,0.036811152254410805,0.08821607492920933,0.0015165046343892218,0.0043329722034883495,0.4540685191523789
Libya,103,60,0.0224351993029841,0.013069048137660641,0.03550424744064474,0.0006938136723566151,0.0006294942496641538,0.4056914264364456
Market,42,8,0.009148333696362448,0.0017425397516880855,0.010890873448050535,0.0003903676617591943,8.862755032196121e-05,0.3834948196946778
Middle East,209,83,0.04552385101285123,0.018078849923763886,0.06360270093661512,0.0017112295966075536,0.002268802291659572,0.4671849212060814
Mineral,121,37,0.026355913744282294,0.008059246351557395,0.03441516009583969,0.0009106271263508249,0.0010622178056104484,0.38634343488275336
Natural gas,81,41,0.017643214985841864,0.008930516227401437,0.026573731213243305,0.0009661636036072493,0.0014206929447986019,0.4364877620690425
Newspaper,39,34,0.008494881289479417,0.007405793944674363,0.01590067523415378,0.00027185464366779287,0.00043729134970620586,0.35774665257589333
Nuclear power,26,51,0.0056632541929862775,0.011108690917011544,0.016771945109997823,0.00028395161662268613,0.0007646689665317136,0.4012106129957906
People's Republic of China,285,87,0.06207797865388805,0.01895011979960793,0.08102809845349597,0.0022209466496507096,0.004288473366647207,0.4806269739636647
Petroleum,170,76,0.037028969723371816,0.016554127641036812,0.053583097364408624,0.0015782418684367812,0.00398120576169314,0.4548808063064977
Qatar,59,41,0.01285123066869963,0.008930516227401437,0.02178174689610107,0.00036696153090739564,0.0006480215904706887,0.4069539142043193
Richard Nixon,49,55,0.010673055979089524,0.011979960792855588,0.02265301677194511,0.0002862721658698882,0.00041790792928427184,0.3497104731858175
Saudi Arabia,110,160,0.023959921585711176,0.034850795033761706,0.05881071661947288,0.0009132109954280812,0.001937949931361282,0.4145092078478518
Supply and demand,22,12,0.004791984317142235,0.002613809627532128,0.007405793944674363,0.00028474494055575337,0.00020699271813025977,0.3417720036630809
Syria,154,66,0.033543890219995647,0.014375952951426706,0.04791984317142235,0.0010024327657993974,0.001503680511631486,0.4254518193954247
United Arab Emirates,59,18,0.01285123066869963,0.003920714441298192,0.016771945109997823,0.0004149756753469441,6.159678045478259e-05,0.3823734898125296
Venezuela,95,51,0.020692659551296014,0.011108690917011544,0.03180135046830756,0.0006157685865145061,0.0006792162126840022,0.41703969686159265
Wood fuel,1,18,0.00021781746896101068,0.003920714441298192,0.004138531910259203,3.582838107805064e-05,2.075959424319475e-06,0.2589246293520382
Yom Kippur War,14,50,0.0030494445654541498,0.010890873448050535,0.013940318013504684,0.00013461446080741783,0.00020706850998218523,0.3341859428341106
1980 eruption of Mount St. Helens,3,43,0.000653452406883032,0.00936615116532346,0.01001960357220649,4.1683391071878704e-05,2.6450054256413333e-05,0.24803612816647586
Animal,492,29,0.10716619472881725,0.00631670659986931,0.11348290132868656,0.0028830832572249187,0.006131220312735375,0.40493768672529235
Apple,23,68,0.005009801786103245,0.014811587889348726,0.01982138967545197,0.0002384069666193673,0.001213423647810381,0.3521319182224941
Avalanche,10,16,0.0021781746896101066,0.003485079503376171,0.0056632541929862775,7.957845824103255e-05,1.8216989024641976e-05,0.3014959932188907
Carbon dioxide,115,48,0.025049008930516228,0.010455238510128513,0.03550424744064474,0.0011454688880513234,0.002203292209268489,0.41256631269659083
Columbia River,16,22,0.003485079503376171,0.004791984317142235,0.008277063820518406,8.91499924491492e-05,5.458645147838423e-05,0.3136872505692536
"Denver, Colorado",21,18,0.004574166848181224,0.003920714441298192,0.008494881289479417,0.0001594666515640983,0.00017619072774854356,0.3753186283768741
Earth's atmosphere,116,27,0.02526682639947724,0.0058810716619472885,0.03114789806142453,0.0011172529896653557,0.0008229889419564934,0.38109997277735047
Emotion,17,13,0.0037028969723371815,0.0028316270964931388,0.006534524068830321,0.00014331566540431632,6.507341557937504e-05,0.328855487358527
Energy,85,61,0.018514484861685908,0.013286865606621652,0.03180135046830756,0.0010511884271658697,0.0025483730057743194,0.3902968084809396
Flood,49,44,0.010673055979089524,0.00958396863428447,0.020257024613373992,0.00029151614376535543,0.0008791054075859232,0.3532461737328069
Forest,65,9,0.014158135482465695,0.001960357220649096,0.01611849270311479,0.0005329240880751137,0.0002326544320092009,0.3983126510361134
Gas,72,5,0.015682857765192768,0.0010890873448050533,0.016771945109997823,0.0006911638834221681,7.908857644063692e-05,0.3648474031929836
Glacier,63,43,0.013722500544543673,0.00936615116532346,0.023088651709867132,0.0005046001590102598,0.0013504811144566746,0.39706867988687244
Human,165,137,0.03593988237856676,0.029840993247658463,0.06578087562622523,0.001708921269525658,0.008688680614022571,0.42888031044377617
Ice,40,21,0.008712698758440426,0.004574166848181224,0.013286865606621652,0.00034624780487426527,0.00015378186635482257,0.3562430474047306
Jimmy Carter,36,66,0.007841428882596384,0.014375952951426706,0.022217381834023088,0.00020537390076434843,0.000692170390236718,0.3528377022090641
Magma,35,17,0.007623611413635374,0.0037028969723371815,0.011326508385972555,0.0002579631786427711,0.00015536519225802946,0.3334069546223761
Minnesota,56,62,0.012197778261816599,0.013504683075582662,0.02570246133739926,0.00036798617102807776,0.0021523988688482375,0.38870578964381985
Moon,133,48,0.028969723371814422,0.010455238510128513,0.03942496188194294,0.0008988686689382228,0.0029776468782855433,0.4161297093423019
Mount St. Helens,8,24,0.0017425397516880855,0.005227619255064256,0.006970159006752342,8.40236394985454e-05,0.00014404512046920724,0.311361270275917
Nuclear weapon,73,32,0.01590067523415378,0.006970159006752342,0.02287083424090612,0.0006483600841997234,0.0011701666995496212,0.4250172414389432
Ocean,76,43,0.016554127641036812,0.00936615116532346,0.02592027880636027,0.0007448385538930184,0.0015281436862975123,0.39166615377853664
Oregon,41,32,0.008930516227401437,0.006970159006752342,0.01590067523415378,0.0003075852946016753,0.000522591555246846,0.3896323038270179
Potato,43,26,0.00936615116532346,0.0056632541929862775,0.015029405358309737,0.0003749066419956611,0.0008186853739200449,0.4023745646642619
Radio,102,32,0.022217381834023088,0.006970159006752342,0.02918754084077543,0.0006655198731194834,0.0017063839564896276,0.3814493435332927
Rain,53,33,0.011544325854933566,0.007187976475713353,0.01873230233064692,0.0003930325255719564,0.0005110515192484112,0.3860501579838039
"Seattle, Washington",36,54,0.007841428882596384,0.011762143323894577,0.019603572206490963,0.00019703827107115155,0.0007009301817925065,0.3805929380555446
Snow,59,25,0.01285123066869963,0.005445436724025267,0.018296667392724897,0.00044525895061866253,0.0007320180305457479,0.39143168331959116
Sound,35,5,0.007623611413635374,0.0010890873448050533,0.008712698758440426,0.00048113842772274555,0.00012425957039401492,0.35436750333353817
Transport,61,30,0.013286865606621652,0.006534524068830321,0.01982138967545197,0.0005973356387474691,0.000729872456167552,0.39542208838496584
Tree,62,41,0.013504683075582662,0.008930516227401437,0.0224351993029841,0.0004951667646247274,0.0014395805003684506,0.37145030620483516
U.S. state,77,46,0.016771945109997823,0.01001960357220649,0.026791548682204312,0.000569554023741095,0.0009774579419698395,0.403225325791206
United States Congress,65,43,0.014158135482465695,0.00936615116532346,0.023524286647789154,0.0003851618584764782,0.0005830548861714732,0.39559297087778555
Volcano,129,67,0.02809845349597038,0.014593770420387715,0.042692223916358095,0.0011304647832109619,0.006268084068903947,0.43441635089749236
Wave,30,10,0.006534524068830321,0.0021781746896101066,0.008712698758440426,0.0003510572233525016,7.582432830660742e-05,0.34251370748005533
Wind,33,21,0.007187976475713353,0.004574166848181224,0.011762143323894577,0.00024227601212637215,0.0004278357640020785,0.366688885840088
Yellowstone National Park,18,29,0.003920714441298192,0.00631670659986931,0.010237421041167502,0.00014774918244139028,0.0007472075154055542,0.38527025867474574
1997 Pacific hurricane season,1,16,0.00021781746896101068,0.003485079503376171,0.0037028969723371815,3.549077676360883e-05,1.162800234156118e-06,0.00021781746896101068
Caribbean Sea,59,21,0.01285123066869963,0.004574166848181224,0.017425397516880853,0.00044304560103400494,0.00021769457949430881,0.39267421697460353
El Niño-Southern Oscillation,21,32,0.004574166848181224,0.006970159006752342,0.011544325854933566,0.0001683838874734212,0.00011235873472222147,0.3492568235830583
El Salvador,39,38,0.008494881289479417,0.008277063820518406,0.016771945109997823,0.0004715602653163023,0.0003969613067136654,0.40230382992493446
Guam,43,26,0.00936615116532346,0.0056632541929862775,0.015029405358309737,0.0002682775219925194,0.0002068322126614751,0.3938229799566322
Johnston Atoll,8,7,0.0017425397516880855,0.0015247222827270749,0.0032672620344151603,7.997349424945392e-05,2.154589748204853e-05,0.37157092653482543
Meteorology,38,22,0.008277063820518406,0.004791984317142235,0.013069048137660641,0.00046534671413967654,0.0002908403920634916,0.3548070289190682
Nicaragua,76,47,0.016554127641036812,0.010237421041167502,0.026791548682204312,0.00042938226922567774,0.0008079498287370738,0.41331142072024374
Palmyra Atoll,4,15,0.0008712698758440427,0.0032672620344151603,0.004138531910259203,6.472107190615985e-05,3.668995943050627e-05,0.37126952247371664
Wake Island,11,25,0.0023959921585711176,0.005445436724025267,0.007841428882596384,9.543171331422132e-05,0.00015132830141174094,0.37232658204311225
Abraham Lincoln,62,35,0.013504683075582662,0.007623611413635374,0.021128294489218036,0.00041095522745125934,0.0007796689288719728,0.3909969821506902
Aleksandr Pushkin,10,12,0.0021781746896101066,0.002613809627532128,0.004791984317142235,0.00010598361678767636,2.9197032376949766e-05,0.3359027354363701
Alexander Graham Bell,8,19,0.0017425397516880855,0.004138531910259203,0.0058810716619472885,0.00011856415600812028,0.00016883468526077372,0.33833609351389554
Alfred Nobel,6,15,0.001306904813766064,0.0032672620344151603,0.004574166848181224,7.567902263976226e-05,0.00012020505724478802,0.34220640546212927
American Civil War,145,34,0.03158353299934655,0.007405793944674363,0.038989326944020915,0.0007896180161369588,0.0012850187340130686,0.40891724051246126
Andrew Jackson,22,16,0.004791984317142235,0.003485079503376171,0.008277063820518406,0.0001723296498149889,0.00010652355567285217,0.34632344681113647
Anthropology,54,42,0.011762143323894577,0.009148333696362448,0.020910477020257025,0.0005302632695905558,0.0007144992294171667,0.3783278784142816
Antonín Dvořák,7,21,0.0015247222827270749,0.004574166848181224,0.0060988891309082995,7.664486341850703e-05,6.699846011108149e-05,0.3338690402696024
Bahá'í Faith,41,36,0.008930516227401437,0.007841428882596384,0.016771945109997823,0.0005363040618224272,0.00031681096126773175,0.41975519745561074
"Benjamin Disraeli, 1st Earl of Beaconsfield",22,21,0.004791984317142235,0.004574166848181224,0.00936615116532346,0.0001363219374898166,5.269261189532616e-05,0.3436968290948396
Bolivia,68,61,0.014811587889348726,0.013286865606621652,0.02809845349597038,0.00045857555514649975,0.0007335322625356826,0.3853675737186141
Brothers Grimm,8,6,0.0017425397516880855,0.001306904813766064,0.0030494445654541498,0.00014527550705921888,8.889868145636873e-06,0.3616760705694176
Charles Darwin,56,56,0.012197778261816599,0.012197778261816599,0.024395556523633198,0.0005946783582376423,0.0021602735206001484,0.40931950215131274
Charles Dickens,38,24,0.008277063820518406,0.005227619255064256,0.013504683075582662,0.0002686535250525686,0.0009890247226172133,0.38716043588698856
Colombia,97,33,0.021128294489218036,0.007187976475713353,0.02831627096493139,0.0006096818479817604,0.0003151895895554014,0.41937059492908
Costa Rica,44,37,0.00958396863428447,0.008059246351557395,0.017643214985841864,0.0003291486356397034,0.000431510529114412,0.400929456294322
Cuba,165,71,0.03593988237856676,0.015465040296231759,0.05140492267479852,0.000978347028848589,0.0022812656476670335,0.43421029058495203
Dmitri Mendeleev,9,22,0.001960357220649096,0.004791984317142235,0.006752341537791331,6.590416694868765e-05,0.0001742962818790274,0.3250486949120076
Ecuador,75,42,0.0163363101720758,0.009148333696362448,0.02548464386843825,0.0006131346247706243,0.0008784987476384556,0.41349811844394063
